ENSMUST00000193198	ENSMUSG00000102628	Gm37671
ENSMUST00000168972	ENSMUSG00000052334	1700024B05Rik
ENSMUST00000171867	ENSMUSG00000052790	Gm9890
ENSMUST00000163566	ENSMUSG00000095044	Gm6401
ENSMUST00000164232	ENSMUSG00000095044	Gm6401
ENSMUST00000111870	ENSMUSG00000093945	Gm3543
ENSMUST00000179947	ENSMUSG00000093945	Gm3543
ENSMUST00000168135	ENSMUSG00000091031	Gm17063
ENSMUST00000170403	ENSMUSG00000090772	Gm2930
ENSMUST00000168668	ENSMUSG00000091116	Gm7991
ENSMUST00000185725	ENSMUSG00000090462	1700091H14Rik
ENSMUST00000167772	ENSMUSG00000090462	1700091H14Rik
ENSMUST00000171388	ENSMUSG00000095490	Gm7951
ENSMUST00000167690	ENSMUSG00000091757	Gm17064
ENSMUST00000171202	ENSMUSG00000093926	Gm17027
ENSMUST00000172006	ENSMUSG00000090476	Gm17166
ENSMUST00000168673	ENSMUSG00000091792	Gm3573
ENSMUST00000096155	ENSMUSG00000079273	Gm17165
ENSMUST00000166586	ENSMUSG00000091960	Gm17038
ENSMUST00000166674	ENSMUSG00000092152	Gm17026
ENSMUST00020181811	ENSMUSG00002075759	ENSMUSG00002075759
ENSMUST00020182707	ENSMUSG00002076305	mmu-mir-1194
ENSMUST00000169972	ENSMUSG00000095371	Gm9611
ENSMUST00000100698	ENSMUSG00000095371	Gm9611
ENSMUST00000171967	ENSMUSG00000094157	Gm7995
ENSMUST00000089789	ENSMUSG00000094157	Gm7995
ENSMUST00000169013	ENSMUSG00000091099	Gm17164
ENSMUST00000169447	ENSMUSG00000090635	Gm2951
ENSMUST00000102803	ENSMUSG00000053093	Myh7
ENSMUST00000168485	ENSMUSG00000053093	Myh7
ENSMUST00000227401	ENSMUSG00000053093	Myh7
ENSMUST00000149852	ENSMUSG00000053093	Myh7
ENSMUST00000228837	ENSMUSG00000053093	Myh7
ENSMUST00000227518	ENSMUSG00000053093	Myh7
ENSMUST00000153783	ENSMUSG00000053093	Myh7
ENSMUST00000226424	ENSMUSG00000053093	Myh7
ENSMUST00000169844	ENSMUSG00000090731	Gm2959
ENSMUST00000167326	ENSMUSG00000092148	Gm8005
ENSMUST00000224985	ENSMUSG00000114402	Gm49360
ENSMUST00000187147	ENSMUSG00000101680	Gm29015
ENSMUST00000104735	ENSMUSG00000077928	Mir208b
ENSMUST00000085949	ENSMUSG00000090889	Gm17428
ENSMUST00000172163	ENSMUSG00000094954	Gm8011
ENSMUST00000166052	ENSMUSG00000090481	Gm2966
ENSMUST00000228715	ENSMUSG00000115610	Gm31251
ENSMUST00000170174	ENSMUSG00000090690	Gm8020
ENSMUST00000167099	ENSMUSG00000095318	Gm8024
ENSMUST00000224774	ENSMUSG00000114938	Gm48134
ENSMUST00000171009	ENSMUSG00000091788	Gm8032
ENSMUST00000167936	ENSMUSG00000090351	Gm17204
ENSMUST00000168320	ENSMUSG00000091140	Gm17124
ENSMUST00020183021	ENSMUSG00002074887	ENSMUSG00002074887
ENSMUST00020183543	ENSMUSG00002075543	mmu-mir-1194
ENSMUST00000022815	ENSMUSG00000022204	Ngdn
ENSMUST00000227833	ENSMUSG00000022204	Ngdn
ENSMUST00000226658	ENSMUSG00000022204	Ngdn
ENSMUST00000226258	ENSMUSG00000022204	Ngdn
ENSMUST00000100697	ENSMUSG00000095113	Gm3633
ENSMUST00000163102	ENSMUSG00000095113	Gm3633
ENSMUST00000166527	ENSMUSG00000093948	Gm10378
ENSMUST00000100696	ENSMUSG00000093948	Gm10378
ENSMUST00000076633	ENSMUSG00000072492	Gm10364
ENSMUST00000153034	ENSMUSG00000072492	Gm10364
ENSMUST00000168538	ENSMUSG00000090975	Gm17162
ENSMUST00000166883	ENSMUSG00000091627	Gm5929
ENSMUST00000160566	ENSMUSG00000090742	Gm3008
ENSMUST00000176872	ENSMUSG00000093452	Zfhx2os
ENSMUST00000183750	ENSMUSG00000093452	Zfhx2os
ENSMUST00000169187	ENSMUSG00000091741	Gm17161
ENSMUST00000183822	ENSMUSG00000100162	Gm20687
ENSMUST00000183993	ENSMUSG00000100162	Gm20687
ENSMUST00000185121	ENSMUSG00000100162	Gm20687
ENSMUST00000169384	ENSMUSG00000095466	Gm3015
ENSMUST00000179803	ENSMUSG00000095466	Gm3015
ENSMUST00000163454	ENSMUSG00000090333	Gm3025
ENSMUST00000100695	ENSMUSG00000095226	Gm10377
ENSMUST00000163570	ENSMUSG00000079272	Gm7152
ENSMUST00000036328	ENSMUSG00000040721	Zfhx2
ENSMUST00000176665	ENSMUSG00000040721	Zfhx2
ENSMUST00000185430	ENSMUSG00000040721	Zfhx2
ENSMUST00000188534	ENSMUSG00000040721	Zfhx2
ENSMUST00000163725	ENSMUSG00000094804	Gm21977
ENSMUST00000224668	ENSMUSG00000114783	Gm48217
ENSMUST00000164236	ENSMUSG00000090947	Gm3102
ENSMUST00000050575	ENSMUSG00000045691	Thtpa
ENSMUST00000165349	ENSMUSG00000094349	Gm8082
ENSMUST00000167426	ENSMUSG00000091286	Gm3111
ENSMUST00000169756	ENSMUSG00000072605	Gm10376
ENSMUST00000100694	ENSMUSG00000072605	Gm10376
ENSMUST00000171180	ENSMUSG00000090396	Gm6536
ENSMUST00000163480	ENSMUSG00000091961	Gm3123
ENSMUST00000165136	ENSMUSG00000091733	Gm8094
ENSMUST00000225825	ENSMUSG00000114317	Gm49873
ENSMUST00000224409	ENSMUSG00000114317	Gm49873
ENSMUST00000225570	ENSMUSG00000114317	Gm49873
ENSMUST00000168165	ENSMUSG00000096446	Gm8104
ENSMUST00000169632	ENSMUSG00000090389	Cdv3-ps
ENSMUST00000226820	ENSMUSG00000115262	Gm49135
ENSMUST00000172225	ENSMUSG00000090657	Gm8114
ENSMUST00000168726	ENSMUSG00000090796	Gm3141
ENSMUST00000223731	ENSMUSG00000114619	Gm49141
ENSMUST00000224919	ENSMUSG00000114619	Gm49141
ENSMUST00000224591	ENSMUSG00000114619	Gm49141
ENSMUST00000168619	ENSMUSG00000094151	Gm7233
ENSMUST00000165395	ENSMUSG00000090385	Gm7316
ENSMUST00000165988	ENSMUSG00000094784	Gm8122
ENSMUST00000223745	ENSMUSG00000114544	Gm49146
ENSMUST00000224139	ENSMUSG00000114544	Gm49146
ENSMUST00000225166	ENSMUSG00000114544	Gm49146
ENSMUST00000169587	ENSMUSG00000090634	Gm8126
ENSMUST00000228840	ENSMUSG00000115483	Gm9732
ENSMUST00000228505	ENSMUSG00000115483	Gm9732
ENSMUST00000228117	ENSMUSG00000115483	Gm9732
ENSMUST00000171314	ENSMUSG00000091815	Gm17153
ENSMUST00000163655	ENSMUSG00000090713	Gm8127
ENSMUST00000165969	ENSMUSG00000091832	Gm17155
ENSMUST00000165748	ENSMUSG00000091481	Gm17154
ENSMUST00000178178	ENSMUSG00000095384	1700001F09Rik
ENSMUST00000171913	ENSMUSG00000090788	Gm9597
ENSMUST00000227632	ENSMUSG00000090788	Gm9597
ENSMUST00000226747	ENSMUSG00000115213	Gm49315
ENSMUST00000169473	ENSMUSG00000096372	Gm8138
ENSMUST00000226177	ENSMUSG00000115511	Gm49072
ENSMUST00000228267	ENSMUSG00000114986	Gm21162
ENSMUST00000169023	ENSMUSG00000091477	Gm5799
ENSMUST00000166927	ENSMUSG00000090332	Gm3216
ENSMUST00000166110	ENSMUSG00000095743	Gm17654
ENSMUST00000164869	ENSMUSG00000090681	Gm3221
ENSMUST00000163970	ENSMUSG00000095528	Gm10375
ENSMUST00000228350	ENSMUSG00000095528	Gm10375
ENSMUST00000100692	ENSMUSG00000095528	Gm10375
ENSMUST00000172151	ENSMUSG00000090798	Gm8046
ENSMUST00000228384	ENSMUSG00000115050	Gm21154
ENSMUST00000168739	ENSMUSG00000090821	Gm8161
ENSMUST00000095981	ENSMUSG00000093968	Gm8165
ENSMUST00000228507	ENSMUSG00000049235	Gm7324
ENSMUST00000094051	ENSMUSG00000049235	Gm7324
ENSMUST00000166437	ENSMUSG00000091990	Gm9672
ENSMUST00000168388	ENSMUSG00000091216	Gm17208
ENSMUST00000165553	ENSMUSG00000091718	Gm16506
ENSMUST00000227376	ENSMUSG00000115394	Gm49078
ENSMUST00000228192	ENSMUSG00000115675	Gm49080
ENSMUST00000100643	ENSMUSG00000091698	Gm6526
ENSMUST00000179860	ENSMUSG00000091698	Gm6526
ENSMUST00000228724	ENSMUSG00000115272	Gm49965
ENSMUST00000227949	ENSMUSG00000115272	Gm49965
ENSMUST00000227370	ENSMUSG00000115272	Gm49965
ENSMUST00000226367	ENSMUSG00000115272	Gm49965
ENSMUST00000172449	ENSMUSG00000091911	Gm9587
ENSMUST00000163599	ENSMUSG00000091584	Gm8180
ENSMUST00000227406	ENSMUSG00000115619	Gm49082
ENSMUST00000227998	ENSMUSG00000115844	Gm49081
ENSMUST00000226769	ENSMUSG00000115659	Gm41138
ENSMUST00000227217	ENSMUSG00000115659	Gm41138
ENSMUST00000226176	ENSMUSG00000115659	Gm41138
ENSMUST00000228900	ENSMUSG00000115659	Gm41138
ENSMUST00000228828	ENSMUSG00000115659	Gm41138
ENSMUST00000227212	ENSMUSG00000115354	Gm49083
ENSMUST00000100691	ENSMUSG00000072601	Ear1
ENSMUST00000179200	ENSMUSG00000072601	Ear1
ENSMUST00000161720	ENSMUSG00000089654	Ear-ps12
ENSMUST00000178173	ENSMUSG00000093889	Ang-ps2
ENSMUST00000151314	ENSMUSG00000040701	Ap1g2
ENSMUST00000139536	ENSMUSG00000040701	Ap1g2
ENSMUST00000131323	ENSMUSG00000040701	Ap1g2
ENSMUST00000127870	ENSMUSG00000040701	Ap1g2
ENSMUST00000036041	ENSMUSG00000040701	Ap1g2
ENSMUST00000133004	ENSMUSG00000040701	Ap1g2
ENSMUST00000137548	ENSMUSG00000040701	Ap1g2
ENSMUST00000153702	ENSMUSG00000040701	Ap1g2
ENSMUST00000137481	ENSMUSG00000040701	Ap1g2
ENSMUST00000144197	ENSMUSG00000040701	Ap1g2
ENSMUST00000170285	ENSMUSG00000040701	Ap1g2
ENSMUST00000161963	ENSMUSG00000072600	Ear-ps9
ENSMUST00000226796	ENSMUSG00000072600	Ear-ps9
ENSMUST00000161935	ENSMUSG00000089816	Ear-ps8
ENSMUST00000177964	ENSMUSG00000095873	Ang-ps3
ENSMUST00000022819	ENSMUSG00000022208	Jph4
ENSMUST00000124493	ENSMUSG00000022208	Jph4
ENSMUST00000132992	ENSMUSG00000022208	Jph4
ENSMUST00000133954	ENSMUSG00000022208	Jph4
ENSMUST00000159175	ENSMUSG00000090166	Ear10
ENSMUST00000163652	ENSMUSG00000090166	Ear10
ENSMUST00000228398	ENSMUSG00000115250	Gm49020
ENSMUST00000160298	ENSMUSG00000089901	Gm8113
ENSMUST00000104304	ENSMUSG00000077492	Gm23596
ENSMUST00000161130	ENSMUSG00000090265	Gm9550
ENSMUST00000228176	ENSMUSG00000115077	Gm46455
ENSMUST00000226667	ENSMUSG00000053961	Ang5
ENSMUST00000066719	ENSMUSG00000053961	Ang5
ENSMUST00000161287	ENSMUSG00000089754	Ear-ps7
ENSMUST00000227597	ENSMUSG00000115724	Gm49087
ENSMUST00000161871	ENSMUSG00000090109	Ear-ps10
ENSMUST00000160223	ENSMUSG00000072598	Ang6
ENSMUST00000096869	ENSMUSG00000072598	Ang6
ENSMUST00000159783	ENSMUSG00000090051	Gm8194
ENSMUST00000022820	ENSMUSG00000022209	Dhrs2
ENSMUST00000165432	ENSMUSG00000022209	Dhrs2
ENSMUST00000228056	ENSMUSG00000115683	Gm49021
ENSMUST00000227782	ENSMUSG00000114987	Gm49022
ENSMUST00000227916	ENSMUSG00000115125	Gm6852
ENSMUST00000226206	ENSMUSG00000115322	Gm49023
ENSMUST00000074642	ENSMUSG00000060680	Gm8894
ENSMUST00000228214	ENSMUSG00000090249	Gm3287
ENSMUST00000228893	ENSMUSG00000090249	Gm3287
ENSMUST00000160809	ENSMUSG00000090249	Gm3287
ENSMUST00000228605	ENSMUSG00000090249	Gm3287
ENSMUST00000163681	ENSMUSG00000090249	Gm3287
ENSMUST00000100689	ENSMUSG00000072599	Ear-ps2
ENSMUST00000162314	ENSMUSG00000090180	Ang-ps1
ENSMUST00000228110	ENSMUSG00000115488	Gm49099
ENSMUST00000227832	ENSMUSG00000115488	Gm49099
ENSMUST00000161968	ENSMUSG00000090259	Gm16545
ENSMUST00000226587	ENSMUSG00000115794	Gm49101
ENSMUST00000074839	ENSMUSG00000072596	Ear2
ENSMUST00000228520	ENSMUSG00000115235	Gm49102
ENSMUST00000227035	ENSMUSG00000115235	Gm49102
ENSMUST00000228592	ENSMUSG00000115056	Gm49103
ENSMUST00000226712	ENSMUSG00000115713	Gm18216
ENSMUST00000168906	ENSMUSG00000090594	Gm3327
ENSMUST00000171204	ENSMUSG00000091048	Gm8207
ENSMUST00000100688	ENSMUSG00000072595	4930503E14Rik
ENSMUST00000226475	ENSMUSG00000072595	4930503E14Rik
ENSMUST00000226164	ENSMUSG00000072595	4930503E14Rik
ENSMUST00000227115	ENSMUSG00000115294	1700047E10Rik
ENSMUST00000166350	ENSMUSG00000094543	Gm8212
ENSMUST00000226200	ENSMUSG00000115498	Gm49104
ENSMUST00000226371	ENSMUSG00000115536	Gm32857
ENSMUST00000228838	ENSMUSG00000115536	Gm32857
ENSMUST00000227517	ENSMUSG00000115536	Gm32857
ENSMUST00000227075	ENSMUSG00000115805	Gm49110
ENSMUST00000226572	ENSMUSG00000115160	Gm6532
ENSMUST00000228513	ENSMUSG00000115287	Gm49111
ENSMUST00000022821	ENSMUSG00000022210	Dhrs4
ENSMUST00000227488	ENSMUSG00000022210	Dhrs4
ENSMUST00000226168	ENSMUSG00000022210	Dhrs4
ENSMUST00000227513	ENSMUSG00000022210	Dhrs4
ENSMUST00000226902	ENSMUSG00000022210	Dhrs4
ENSMUST00000228353	ENSMUSG00000022210	Dhrs4
ENSMUST00000226298	ENSMUSG00000022210	Dhrs4
ENSMUST00000227542	ENSMUSG00000022210	Dhrs4
ENSMUST00000164663	ENSMUSG00000091725	Gm8220
ENSMUST00000169601	ENSMUSG00000091725	Gm8220
ENSMUST00000177877	ENSMUSG00000091725	Gm8220
ENSMUST00000226123	ENSMUSG00000115065	Gm49109
ENSMUST00000166178	ENSMUSG00000091707	Gm8224
ENSMUST00000111863	ENSMUSG00000079267	Gm5930
ENSMUST00000178002	ENSMUSG00000079267	Gm5930
ENSMUST00000168161	ENSMUSG00000090379	Gm8229
ENSMUST00000171785	ENSMUSG00000092144	Gm3370
ENSMUST00000172103	ENSMUSG00000090716	Gm3371
ENSMUST00000177827	ENSMUSG00000090716	Gm3371
ENSMUST00000164277	ENSMUSG00000091569	Gm8232
ENSMUST00000227020	ENSMUSG00000115359	Gm49779
ENSMUST00000180006	ENSMUSG00000096081	Gm21991
ENSMUST00000227180	ENSMUSG00000072574	Gm17184
ENSMUST00000111864	ENSMUSG00000072574	Gm17184
ENSMUST00000227102	ENSMUSG00000072145	BC061237
ENSMUST00000096899	ENSMUSG00000072145	BC061237
ENSMUST00000170427	ENSMUSG00000091429	Gm17093
ENSMUST00000171170	ENSMUSG00000091466	Gm17183
ENSMUST00000226445	ENSMUSG00000115801	ENSMUSG00000115801
ENSMUST00000165769	ENSMUSG00000092165	Gm5624
ENSMUST00000228629	ENSMUSG00000092165	Gm5624
ENSMUST00000227882	ENSMUSG00000092165	Gm5624
ENSMUST00000226458	ENSMUSG00000092165	Gm5624
ENSMUST00000178184	ENSMUSG00000092165	Gm5624
ENSMUST00000170094	ENSMUSG00000091122	Gm8247
ENSMUST00000178759	ENSMUSG00000091122	Gm8247
ENSMUST00000100687	ENSMUSG00000072594	Gm16439
ENSMUST00000228692	ENSMUSG00000091605	Gm8256
ENSMUST00000169178	ENSMUSG00000091605	Gm8256
ENSMUST00000227964	ENSMUSG00000091605	Gm8256
ENSMUST00000166034	ENSMUSG00000090736	Gm9593
ENSMUST00000169583	ENSMUSG00000079265	Gm8257
ENSMUST00000111860	ENSMUSG00000079265	Gm8257
ENSMUST00000227585	ENSMUSG00000079265	Gm8257
ENSMUST00000179215	ENSMUSG00000079265	Gm8257
ENSMUST00000177550	ENSMUSG00000093949	Gm21754
ENSMUST00000165542	ENSMUSG00000091453	Gm6541
ENSMUST00000165003	ENSMUSG00000091923	Gm8267
ENSMUST00000169062	ENSMUSG00000091923	Gm8267
ENSMUST00000226900	ENSMUSG00000091923	Gm8267
ENSMUST00000228619	ENSMUSG00000091923	Gm8267
ENSMUST00000228539	ENSMUSG00000115321	Gm34060
ENSMUST00000224861	ENSMUSG00000114250	Gm49142
ENSMUST00000164622	ENSMUSG00000091011	Gm17187
ENSMUST00000227590	ENSMUSG00000115706	Gm49143
ENSMUST00000170463	ENSMUSG00000090365	Gm17070
ENSMUST00000227858	ENSMUSG00000115747	Gm49145
ENSMUST00000226720	ENSMUSG00000115747	Gm49145
ENSMUST00000227561	ENSMUSG00000115521	Gm34198
ENSMUST00000095959	ENSMUSG00000071489	Ptgdr
ENSMUST00000099718	ENSMUSG00000085500	Gm16976
ENSMUST00000127408	ENSMUSG00000085500	Gm16976
ENSMUST00000227507	ENSMUSG00000085500	Gm16976
ENSMUST00000228178	ENSMUSG00000085500	Gm16976
ENSMUST00000228573	ENSMUSG00000085500	Gm16976
ENSMUST00000228852	ENSMUSG00000085500	Gm16976
ENSMUST00000227260	ENSMUSG00000085500	Gm16976
ENSMUST00000228641	ENSMUSG00000085500	Gm16976
ENSMUST00000226409	ENSMUSG00000085500	Gm16976
ENSMUST00000227946	ENSMUSG00000085500	Gm16976
ENSMUST00000227324	ENSMUSG00000085500	Gm16976
ENSMUST00000228048	ENSMUSG00000115268	Gm18524
ENSMUST00000228907	ENSMUSG00000115487	Gm49148
ENSMUST00000227025	ENSMUSG00000115500	Gm49147
ENSMUST00000199328	ENSMUSG00000105372	Mir327
ENSMUST00000228169	ENSMUSG00000075042	4930431P03Rik
ENSMUST00000166127	ENSMUSG00000075042	4930431P03Rik
ENSMUST00000166072	ENSMUSG00000075042	4930431P03Rik
ENSMUST00000228658	ENSMUSG00000075042	4930431P03Rik
ENSMUST00000227019	ENSMUSG00000075042	4930431P03Rik
ENSMUST00000228859	ENSMUSG00000075042	4930431P03Rik
ENSMUST00000227028	ENSMUSG00000115344	Gm49364
ENSMUST00000226133	ENSMUSG00000115344	Gm49364
ENSMUST00000168000	ENSMUSG00000090709	Gm17173
ENSMUST00000228273	ENSMUSG00000090709	Gm17173
ENSMUST00000228945	ENSMUSG00000090709	Gm17173
ENSMUST00000046891	ENSMUSG00000037759	Ptger2
ENSMUST00000227198	ENSMUSG00000037759	Ptger2
ENSMUST00000228441	ENSMUSG00000115735	Gm49180
ENSMUST00000228799	ENSMUSG00000114974	Gm21010
ENSMUST00000227286	ENSMUSG00000115814	Gm49181
ENSMUST00000228403	ENSMUSG00000115216	Gm49183
ENSMUST00000228126	ENSMUSG00000115054	Gm49184
ENSMUST00000228877	ENSMUSG00000022211	Carmil3
ENSMUST00000226757	ENSMUSG00000022211	Carmil3
ENSMUST00000076236	ENSMUSG00000022211	Carmil3
ENSMUST00000227563	ENSMUSG00000022211	Carmil3
ENSMUST00000227312	ENSMUSG00000022211	Carmil3
ENSMUST00000228497	ENSMUSG00000022211	Carmil3
ENSMUST00000227070	ENSMUSG00000022211	Carmil3
ENSMUST00000226446	ENSMUSG00000022211	Carmil3
ENSMUST00000226388	ENSMUSG00000022211	Carmil3
ENSMUST00000228760	ENSMUSG00000022211	Carmil3
ENSMUST00000227088	ENSMUSG00000022211	Carmil3
ENSMUST00000226653	ENSMUSG00000022211	Carmil3
ENSMUST00000139526	ENSMUSG00000021830	Txndc16
ENSMUST00000022377	ENSMUSG00000021830	Txndc16
ENSMUST00000123879	ENSMUSG00000021830	Txndc16
ENSMUST00000156600	ENSMUSG00000021830	Txndc16
ENSMUST00000147853	ENSMUSG00000021830	Txndc16
ENSMUST00000128484	ENSMUSG00000021830	Txndc16
ENSMUST00000227333	ENSMUSG00000021830	Txndc16
ENSMUST00000143609	ENSMUSG00000021830	Txndc16
ENSMUST00000153383	ENSMUSG00000021830	Txndc16
ENSMUST00000226879	ENSMUSG00000021830	Txndc16
ENSMUST00000150648	ENSMUSG00000021830	Txndc16
ENSMUST00000123118	ENSMUSG00000021830	Txndc16
ENSMUST00000118407	ENSMUSG00000082463	Gm15765
ENSMUST00000165262	ENSMUSG00000022212	Cpne6
ENSMUST00000074225	ENSMUSG00000022212	Cpne6
ENSMUST00000170155	ENSMUSG00000022212	Cpne6
ENSMUST00000165725	ENSMUSG00000022212	Cpne6
ENSMUST00000169869	ENSMUSG00000022212	Cpne6
ENSMUST00000163767	ENSMUSG00000022212	Cpne6
ENSMUST00000171643	ENSMUSG00000022212	Cpne6
ENSMUST00000227086	ENSMUSG00000049092	Gpr137c
ENSMUST00000147957	ENSMUSG00000049092	Gpr137c
ENSMUST00000227009	ENSMUSG00000049092	Gpr137c
ENSMUST00000146150	ENSMUSG00000049092	Gpr137c
ENSMUST00000227056	ENSMUSG00000049092	Gpr137c
ENSMUST00000226915	ENSMUSG00000049092	Gpr137c
ENSMUST00000151749	ENSMUSG00000049092	Gpr137c
ENSMUST00000227166	ENSMUSG00000115373	Gm49194
ENSMUST00000062232	ENSMUSG00000040632	Nrl
ENSMUST00000178694	ENSMUSG00000040632	Nrl
ENSMUST00000228351	ENSMUSG00000040632	Nrl
ENSMUST00000226858	ENSMUSG00000040632	Nrl
ENSMUST00000228287	ENSMUSG00000040632	Nrl
ENSMUST00000228902	ENSMUSG00000040632	Nrl
ENSMUST00000111404	ENSMUSG00000040632	Nrl
ENSMUST00000228843	ENSMUSG00000115778	Gm10876
ENSMUST00000226714	ENSMUSG00000115622	Gm49117
ENSMUST00000022378	ENSMUSG00000021831	Ero1a
ENSMUST00000227147	ENSMUSG00000021831	Ero1a
ENSMUST00000228564	ENSMUSG00000021831	Ero1a
ENSMUST00000228836	ENSMUSG00000021831	Ero1a
ENSMUST00000227315	ENSMUSG00000021831	Ero1a
ENSMUST00000228777	ENSMUSG00000021831	Ero1a
ENSMUST00000022380	ENSMUSG00000021832	Psmc6
ENSMUST00000228300	ENSMUSG00000021832	Psmc6
ENSMUST00000227148	ENSMUSG00000021832	Psmc6
ENSMUST00000228026	ENSMUSG00000021832	Psmc6
ENSMUST00000226431	ENSMUSG00000021832	Psmc6
ENSMUST00000228479	ENSMUSG00000021832	Psmc6
ENSMUST00000228831	ENSMUSG00000021832	Psmc6
ENSMUST00000228870	ENSMUSG00000021832	Psmc6
ENSMUST00000227385	ENSMUSG00000021832	Psmc6
ENSMUST00000226739	ENSMUSG00000021832	Psmc6
ENSMUST00000226519	ENSMUSG00000040618	Pck2
ENSMUST00000226352	ENSMUSG00000040618	Pck2
ENSMUST00000226514	ENSMUSG00000040618	Pck2
ENSMUST00000226770	ENSMUSG00000040618	Pck2
ENSMUST00000226664	ENSMUSG00000040618	Pck2
ENSMUST00000226270	ENSMUSG00000040618	Pck2
ENSMUST00000228240	ENSMUSG00000040618	Pck2
ENSMUST00000228921	ENSMUSG00000040618	Pck2
ENSMUST00000226650	ENSMUSG00000040618	Pck2
ENSMUST00000228283	ENSMUSG00000040618	Pck2
ENSMUST00000226231	ENSMUSG00000040618	Pck2
ENSMUST00000226295	ENSMUSG00000040618	Pck2
ENSMUST00000048781	ENSMUSG00000040618	Pck2
ENSMUST00000238215	ENSMUSG00000053588	A730061H03Rik
ENSMUST00000066106	ENSMUSG00000053588	A730061H03Rik
ENSMUST00000226873	ENSMUSG00000053205	Styx
ENSMUST00000226785	ENSMUSG00000053205	Styx
ENSMUST00000228818	ENSMUSG00000053205	Styx
ENSMUST00000226303	ENSMUSG00000053205	Styx
ENSMUST00000111835	ENSMUSG00000053205	Styx
ENSMUST00000226603	ENSMUSG00000053205	Styx
ENSMUST00000228311	ENSMUSG00000053205	Styx
ENSMUST00000227538	ENSMUSG00000053205	Styx
ENSMUST00000228321	ENSMUSG00000053205	Styx
ENSMUST00000046191	ENSMUSG00000037722	Gnpnat1
ENSMUST00000227468	ENSMUSG00000037722	Gnpnat1
ENSMUST00000228451	ENSMUSG00000037722	Gnpnat1
ENSMUST00000226276	ENSMUSG00000037722	Gnpnat1
ENSMUST00000227865	ENSMUSG00000037722	Gnpnat1
ENSMUST00000226856	ENSMUSG00000037722	Gnpnat1
ENSMUST00000228304	ENSMUSG00000037722	Gnpnat1
ENSMUST00000226973	ENSMUSG00000037722	Gnpnat1
ENSMUST00000228003	ENSMUSG00000037722	Gnpnat1
ENSMUST00000226590	ENSMUSG00000037722	Gnpnat1
ENSMUST00020181682	ENSMUSG00002075002	mmu-mir-1194
ENSMUST00000227172	ENSMUSG00000115209	Gm34250
ENSMUST00000228291	ENSMUSG00000115209	Gm34250
ENSMUST00000045905	ENSMUSG00000037712	Fermt2
ENSMUST00000141424	ENSMUSG00000037712	Fermt2
ENSMUST00000150660	ENSMUSG00000037712	Fermt2
ENSMUST00000228208	ENSMUSG00000037712	Fermt2
ENSMUST00000228769	ENSMUSG00000037712	Fermt2
ENSMUST00000149723	ENSMUSG00000037712	Fermt2
ENSMUST00020183732	ENSMUSG00002074854	7SK
ENSMUST00000228572	ENSMUSG00000115275	9630050E16Rik
ENSMUST00000228591	ENSMUSG00000115324	4930527F14Rik
ENSMUST00000226815	ENSMUSG00000115324	4930527F14Rik
ENSMUST00000227827	ENSMUSG00000115324	4930527F14Rik
ENSMUST00000228455	ENSMUSG00000115846	Gm41144
ENSMUST00000228149	ENSMUSG00000115702	Gm5206
ENSMUST00000226429	ENSMUSG00000115702	Gm5206
ENSMUST00000228939	ENSMUSG00000115391	Gm49123
ENSMUST00000226558	ENSMUSG00000085913	Gm15601
ENSMUST00000122972	ENSMUSG00000085913	Gm15601
ENSMUST00000228948	ENSMUSG00000115553	Gm49124
ENSMUST00000117236	ENSMUSG00000022214	Dcaf11
ENSMUST00000147981	ENSMUSG00000022214	Dcaf11
ENSMUST00000151245	ENSMUSG00000022214	Dcaf11
ENSMUST00000133256	ENSMUSG00000022214	Dcaf11
ENSMUST00000150019	ENSMUSG00000022214	Dcaf11
ENSMUST00000129310	ENSMUSG00000022214	Dcaf11
ENSMUST00000127991	ENSMUSG00000022214	Dcaf11
ENSMUST00000121622	ENSMUSG00000022214	Dcaf11
ENSMUST00000143431	ENSMUSG00000022214	Dcaf11
ENSMUST00000150481	ENSMUSG00000022214	Dcaf11
ENSMUST00000152681	ENSMUSG00000022214	Dcaf11
ENSMUST00000072530	ENSMUSG00000022214	Dcaf11
ENSMUST00000128490	ENSMUSG00000022214	Dcaf11
ENSMUST00000153638	ENSMUSG00000022214	Dcaf11
ENSMUST00000117701	ENSMUSG00000022214	Dcaf11
ENSMUST00000143375	ENSMUSG00000022214	Dcaf11
ENSMUST00000155029	ENSMUSG00000022214	Dcaf11
ENSMUST00000145983	ENSMUSG00000022214	Dcaf11
ENSMUST00000135068	ENSMUSG00000086341	Gm15932
ENSMUST00000022826	ENSMUSG00000022215	Fitm1
ENSMUST00000174484	ENSMUSG00000022216	Psme1
ENSMUST00000174259	ENSMUSG00000022216	Psme1
ENSMUST00000172941	ENSMUSG00000022216	Psme1
ENSMUST00000173544	ENSMUSG00000022216	Psme1
ENSMUST00000174791	ENSMUSG00000022216	Psme1
ENSMUST00000228834	ENSMUSG00000022216	Psme1
ENSMUST00000173388	ENSMUSG00000022216	Psme1
ENSMUST00000174563	ENSMUSG00000022216	Psme1
ENSMUST00000172738	ENSMUSG00000022216	Psme1
ENSMUST00000089619	ENSMUSG00000022216	Psme1
ENSMUST00000174148	ENSMUSG00000022216	Psme1
ENSMUST00000173113	ENSMUSG00000022216	Psme1
